trip_id,trip_date,line,stop_id,stop_name,update_time,arrival_time,departure_time
072750_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:04:21.648221,2023-03-30 13:05:04,
072950_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:04:21.648221,2023-03-30 13:03:45,
073350_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:04:21.648221,2023-03-30 13:04:02,2023-03-30 13:04:02
073350_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:04:21.648221,2023-03-30 13:05:02,2023-03-30 13:05:02
073350_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:04:21.648221,2023-03-30 13:06:32,2023-03-30 13:06:32
073350_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:04:21.648221,2023-03-30 13:07:32,2023-03-30 13:07:32
073350_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:04:21.648221,2023-03-30 13:09:02,2023-03-30 13:09:02
073350_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:04:21.648221,2023-03-30 13:10:32,
073550_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:04:21.648221,2023-03-30 13:05:30,2023-03-30 13:05:30
073550_1..N03R,20230330,1,104N,231 St,2023-03-30 13:04:21.648221,2023-03-30 13:07:00,2023-03-30 13:07:00
073550_1..N03R,20230330,1,103N,238 St,2023-03-30 13:04:21.648221,2023-03-30 13:08:30,2023-03-30 13:11:00
073550_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:04:21.648221,2023-03-30 13:12:30,
073950_1..S03R,20230330,1,131S,18 St,2023-03-30 13:04:21.648221,2023-03-30 13:04:28,2023-03-30 13:04:28
073950_1..S03R,20230330,1,132S,14 St,2023-03-30 13:04:21.648221,2023-03-30 13:05:28,2023-03-30 13:05:28
073950_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 13:04:21.648221,2023-03-30 13:06:58,2023-03-30 13:06:58
073950_1..S03R,20230330,1,134S,Houston St,2023-03-30 13:04:21.648221,2023-03-30 13:08:28,2023-03-30 13:08:28
073950_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:04:21.648221,2023-03-30 13:09:58,2023-03-30 13:09:58
073950_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:04:21.648221,2023-03-30 13:10:58,2023-03-30 13:10:58
073950_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:04:21.648221,2023-03-30 13:12:28,2023-03-30 13:12:28
073950_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:04:21.648221,2023-03-30 13:13:28,2023-03-30 13:13:28
073950_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:04:21.648221,2023-03-30 13:14:58,2023-03-30 13:14:58
073950_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:04:21.648221,2023-03-30 13:16:28,
074150_1..N03R,20230330,1,113N,157 St,2023-03-30 13:04:21.648221,2023-03-30 13:05:07,2023-03-30 13:05:07
074150_1..N03R,20230330,1,112N,168 St-Washington Hts,2023-03-30 13:04:21.648221,2023-03-30 13:06:37,2023-03-30 13:06:37
074150_1..N03R,20230330,1,111N,181 St,2023-03-30 13:04:21.648221,2023-03-30 13:08:37,2023-03-30 13:08:37
074150_1..N03R,20230330,1,110N,191 St,2023-03-30 13:04:21.648221,2023-03-30 13:10:07,2023-03-30 13:10:07
074150_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 13:04:21.648221,2023-03-30 13:11:07,2023-03-30 13:11:07
074150_1..N03R,20230330,1,108N,207 St,2023-03-30 13:04:21.648221,2023-03-30 13:12:37,2023-03-30 13:12:37
074150_1..N03R,20230330,1,107N,215 St,2023-03-30 13:04:21.648221,2023-03-30 13:14:07,2023-03-30 13:14:07
074150_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:04:21.648221,2023-03-30 13:15:37,2023-03-30 13:15:37
074150_1..N03R,20230330,1,104N,231 St,2023-03-30 13:04:21.648221,2023-03-30 13:17:07,2023-03-30 13:17:07
074150_1..N03R,20230330,1,103N,238 St,2023-03-30 13:04:21.648221,2023-03-30 13:18:37,2023-03-30 13:21:07
074150_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:04:21.648221,2023-03-30 13:22:37,
074550_1..S03R,20230330,1,124S,66 St-Lincoln Center,2023-03-30 13:04:21.648221,2023-03-30 13:04:04,2023-03-30 13:04:04
074550_1..S03R,20230330,1,125S,59 St-Columbus Circle,2023-03-30 13:04:21.648221,2023-03-30 13:05:34,2023-03-30 13:05:34
074550_1..S03R,20230330,1,126S,50 St,2023-03-30 13:04:21.648221,2023-03-30 13:07:34,2023-03-30 13:07:34
074550_1..S03R,20230330,1,127S,Times Sq-42 St,2023-03-30 13:04:21.648221,2023-03-30 13:09:04,2023-03-30 13:09:04
074550_1..S03R,20230330,1,128S,34 St-Penn Station,2023-03-30 13:04:21.648221,2023-03-30 13:10:34,2023-03-30 13:10:34
074550_1..S03R,20230330,1,129S,28 St,2023-03-30 13:04:21.648221,2023-03-30 13:12:04,2023-03-30 13:12:04
074550_1..S03R,20230330,1,130S,23 St,2023-03-30 13:04:21.648221,2023-03-30 13:13:04,2023-03-30 13:13:04
074550_1..S03R,20230330,1,131S,18 St,2023-03-30 13:04:21.648221,2023-03-30 13:14:04,2023-03-30 13:14:04
074550_1..S03R,20230330,1,132S,14 St,2023-03-30 13:04:21.648221,2023-03-30 13:15:04,2023-03-30 13:15:04
074550_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 13:04:21.648221,2023-03-30 13:16:34,2023-03-30 13:16:34
074550_1..S03R,20230330,1,134S,Houston St,2023-03-30 13:04:21.648221,2023-03-30 13:18:04,2023-03-30 13:18:04
074550_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:04:21.648221,2023-03-30 13:19:34,2023-03-30 13:19:34
