trip_id,trip_date,line,stop_id,stop_name,update_time,arrival_time,departure_time
074150_1..N03R,20230330,1,103N,238 St,2023-03-30 13:21:26.436638,2023-03-30 13:22:39,2023-03-30 13:25:09
074150_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:21:26.436638,2023-03-30 13:26:39,
074550_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:21:26.436638,2023-03-30 13:21:57,2023-03-30 13:21:57
074550_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:21:26.436638,2023-03-30 13:23:27,2023-03-30 13:23:27
074550_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:21:26.436638,2023-03-30 13:24:27,2023-03-30 13:24:27
074550_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:21:26.436638,2023-03-30 13:25:57,2023-03-30 13:25:57
074550_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:21:26.436638,2023-03-30 13:27:27,
074750_1..N03R,20230330,1,104N,231 St,2023-03-30 13:21:26.436638,2023-03-30 13:22:33,2023-03-30 13:22:33
074750_1..N03R,20230330,1,103N,238 St,2023-03-30 13:21:26.436638,2023-03-30 13:24:03,2023-03-30 13:26:33
074750_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:21:26.436638,2023-03-30 13:28:03,
075150_1..S03R,20230330,1,134S,Houston St,2023-03-30 13:21:26.436638,2023-03-30 13:21:25,2023-03-30 13:21:25
075150_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:21:26.436638,2023-03-30 13:22:55,2023-03-30 13:22:55
075150_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:21:26.436638,2023-03-30 13:23:55,2023-03-30 13:23:55
075150_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:21:26.436638,2023-03-30 13:25:25,2023-03-30 13:25:25
075150_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:21:26.436638,2023-03-30 13:26:25,2023-03-30 13:26:25
075150_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:21:26.436638,2023-03-30 13:27:55,2023-03-30 13:27:55
075150_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:21:26.436638,2023-03-30 13:29:25,
075350_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 13:21:26.436638,2023-03-30 13:21:25,2023-03-30 13:21:25
075350_1..N03R,20230330,1,108N,207 St,2023-03-30 13:21:26.436638,2023-03-30 13:22:55,2023-03-30 13:22:55
075350_1..N03R,20230330,1,107N,215 St,2023-03-30 13:21:26.436638,2023-03-30 13:24:25,2023-03-30 13:24:25
075350_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:21:26.436638,2023-03-30 13:25:55,2023-03-30 13:25:55
075350_1..N03R,20230330,1,104N,231 St,2023-03-30 13:21:26.436638,2023-03-30 13:27:25,2023-03-30 13:27:25
075350_1..N03R,20230330,1,103N,238 St,2023-03-30 13:21:26.436638,2023-03-30 13:28:55,2023-03-30 13:31:25
075350_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:21:26.436638,2023-03-30 13:32:55,
075750_1..S03R,20230330,1,130S,23 St,2023-03-30 13:21:26.436638,2023-03-30 13:21:33,2023-03-30 13:21:33
075750_1..S03R,20230330,1,131S,18 St,2023-03-30 13:21:26.436638,2023-03-30 13:22:33,2023-03-30 13:22:33
075750_1..S03R,20230330,1,132S,14 St,2023-03-30 13:21:26.436638,2023-03-30 13:23:33,2023-03-30 13:23:33
075750_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 13:21:26.436638,2023-03-30 13:25:03,2023-03-30 13:25:03
075750_1..S03R,20230330,1,134S,Houston St,2023-03-30 13:21:26.436638,2023-03-30 13:26:33,2023-03-30 13:26:33
075750_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:21:26.436638,2023-03-30 13:28:03,2023-03-30 13:28:03
075750_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:21:26.436638,2023-03-30 13:29:03,2023-03-30 13:29:03
075750_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:21:26.436638,2023-03-30 13:30:33,2023-03-30 13:30:33
075750_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:21:26.436638,2023-03-30 13:31:33,2023-03-30 13:31:33
075750_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:21:26.436638,2023-03-30 13:33:03,2023-03-30 13:33:03
075750_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:21:26.436638,2023-03-30 13:34:33,
075950_1..N03R,20230330,1,111N,181 St,2023-03-30 13:21:26.436638,2023-03-30 13:22:59,2023-03-30 13:22:59
075950_1..N03R,20230330,1,110N,191 St,2023-03-30 13:21:26.436638,2023-03-30 13:24:29,2023-03-30 13:24:29
075950_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 13:21:26.436638,2023-03-30 13:25:29,2023-03-30 13:25:29
075950_1..N03R,20230330,1,108N,207 St,2023-03-30 13:21:26.436638,2023-03-30 13:26:59,2023-03-30 13:26:59
075950_1..N03R,20230330,1,107N,215 St,2023-03-30 13:21:26.436638,2023-03-30 13:28:29,2023-03-30 13:28:29
075950_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:21:26.436638,2023-03-30 13:29:59,2023-03-30 13:29:59
075950_1..N03R,20230330,1,104N,231 St,2023-03-30 13:21:26.436638,2023-03-30 13:31:29,2023-03-30 13:31:29
075950_1..N03R,20230330,1,103N,238 St,2023-03-30 13:21:26.436638,2023-03-30 13:32:59,2023-03-30 13:35:29
075950_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:21:26.436638,2023-03-30 13:36:59,
076350_1..S03R,20230330,1,126S,50 St,2023-03-30 13:21:26.436638,2023-03-30 13:21:23,2023-03-30 13:21:23
076350_1..S03R,20230330,1,127S,Times Sq-42 St,2023-03-30 13:21:26.436638,2023-03-30 13:22:53,2023-03-30 13:22:53
076350_1..S03R,20230330,1,128S,34 St-Penn Station,2023-03-30 13:21:26.436638,2023-03-30 13:24:23,2023-03-30 13:24:23
076350_1..S03R,20230330,1,129S,28 St,2023-03-30 13:21:26.436638,2023-03-30 13:25:53,2023-03-30 13:25:53
076350_1..S03R,20230330,1,130S,23 St,2023-03-30 13:21:26.436638,2023-03-30 13:26:53,2023-03-30 13:26:53
076350_1..S03R,20230330,1,131S,18 St,2023-03-30 13:21:26.436638,2023-03-30 13:27:53,2023-03-30 13:27:53
076350_1..S03R,20230330,1,132S,14 St,2023-03-30 13:21:26.436638,2023-03-30 13:28:53,2023-03-30 13:28:53
076350_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 13:21:26.436638,2023-03-30 13:30:23,2023-03-30 13:30:23
076350_1..S03R,20230330,1,134S,Houston St,2023-03-30 13:21:26.436638,2023-03-30 13:31:53,2023-03-30 13:31:53
076350_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:21:26.436638,2023-03-30 13:33:23,2023-03-30 13:33:23
076350_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:21:26.436638,2023-03-30 13:34:23,2023-03-30 13:34:23
076350_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:21:26.436638,2023-03-30 13:35:53,2023-03-30 13:35:53
076350_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:21:26.436638,2023-03-30 13:36:53,2023-03-30 13:36:53
076350_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:21:26.436638,2023-03-30 13:38:23,2023-03-30 13:38:23
076350_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:21:26.436638,2023-03-30 13:39:53,
076550_1..N03R,20230330,1,114N,145 St,2023-03-30 13:21:26.436638,2023-03-30 13:21:43,2023-03-30 13:21:43
076550_1..N03R,20230330,1,113N,157 St,2023-03-30 13:21:26.436638,2023-03-30 13:23:43,2023-03-30 13:23:43
076550_1..N03R,20230330,1,112N,168 St-Washington Hts,2023-03-30 13:21:26.436638,2023-03-30 13:25:13,2023-03-30 13:25:13
076550_1..N03R,20230330,1,111N,181 St,2023-03-30 13:21:26.436638,2023-03-30 13:27:13,2023-03-30 13:27:13
076550_1..N03R,20230330,1,110N,191 St,2023-03-30 13:21:26.436638,2023-03-30 13:28:43,2023-03-30 13:28:43
076550_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 13:21:26.436638,2023-03-30 13:29:43,2023-03-30 13:29:43
076550_1..N03R,20230330,1,108N,207 St,2023-03-30 13:21:26.436638,2023-03-30 13:31:13,2023-03-30 13:31:13
076550_1..N03R,20230330,1,107N,215 St,2023-03-30 13:21:26.436638,2023-03-30 13:32:43,2023-03-30 13:32:43
076550_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:21:26.436638,2023-03-30 13:34:13,2023-03-30 13:34:13
076550_1..N03R,20230330,1,104N,231 St,2023-03-30 13:21:26.436638,2023-03-30 13:35:43,2023-03-30 13:35:43
076550_1..N03R,20230330,1,103N,238 St,2023-03-30 13:21:26.436638,2023-03-30 13:37:13,2023-03-30 13:39:43
076550_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:21:26.436638,2023-03-30 13:41:13,
076950_1..S03R,20230330,1,122S,79 St,2023-03-30 13:21:26.436638,2023-03-30 13:21:40,2023-03-30 13:21:40
076950_1..S03R,20230330,1,123S,72 St,2023-03-30 13:21:26.436638,2023-03-30 13:23:10,2023-03-30 13:23:10
076950_1..S03R,20230330,1,124S,66 St-Lincoln Center,2023-03-30 13:21:26.436638,2023-03-30 13:24:40,2023-03-30 13:24:40
076950_1..S03R,20230330,1,125S,59 St-Columbus Circle,2023-03-30 13:21:26.436638,2023-03-30 13:26:10,2023-03-30 13:26:10
076950_1..S03R,20230330,1,126S,50 St,2023-03-30 13:21:26.436638,2023-03-30 13:28:10,2023-03-30 13:28:10
076950_1..S03R,20230330,1,127S,Times Sq-42 St,2023-03-30 13:21:26.436638,2023-03-30 13:29:40,2023-03-30 13:29:40
076950_1..S03R,20230330,1,128S,34 St-Penn Station,2023-03-30 13:21:26.436638,2023-03-30 13:31:10,2023-03-30 13:31:10
076950_1..S03R,20230330,1,129S,28 St,2023-03-30 13:21:26.436638,2023-03-30 13:32:40,2023-03-30 13:32:40
076950_1..S03R,20230330,1,130S,23 St,2023-03-30 13:21:26.436638,2023-03-30 13:33:40,2023-03-30 13:33:40
076950_1..S03R,20230330,1,131S,18 St,2023-03-30 13:21:26.436638,2023-03-30 13:34:40,2023-03-30 13:34:40
076950_1..S03R,20230330,1,132S,14 St,2023-03-30 13:21:26.436638,2023-03-30 13:35:40,2023-03-30 13:35:40
076950_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 13:21:26.436638,2023-03-30 13:37:10,2023-03-30 13:37:10
076950_1..S03R,20230330,1,134S,Houston St,2023-03-30 13:21:26.436638,2023-03-30 13:38:40,2023-03-30 13:38:40
076950_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:21:26.436638,2023-03-30 13:40:10,2023-03-30 13:40:10
076950_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:21:26.436638,2023-03-30 13:41:10,2023-03-30 13:41:10
076950_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:21:26.436638,2023-03-30 13:42:40,2023-03-30 13:42:40
076950_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:21:26.436638,2023-03-30 13:43:40,2023-03-30 13:43:40
076950_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:21:26.436638,2023-03-30 13:45:10,2023-03-30 13:45:10
076950_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:21:26.436638,2023-03-30 13:46:40,
077150_1..N03R,20230330,1,118N,Cathedral Pkwy (110 St),2023-03-30 13:21:26.436638,2023-03-30 13:22:04,2023-03-30 13:22:04
077150_1..N03R,20230330,1,117N,116 St-Columbia University,2023-03-30 13:21:26.436638,2023-03-30 13:23:04,2023-03-30 13:23:04
077150_1..N03R,20230330,1,116N,125 St,2023-03-30 13:21:26.436638,2023-03-30 13:25:34,2023-03-30 13:25:34
077150_1..N03R,20230330,1,115N,137 St-City College,2023-03-30 13:21:26.436638,2023-03-30 13:27:04,2023-03-30 13:27:04
077150_1..N03R,20230330,1,114N,145 St,2023-03-30 13:21:26.436638,2023-03-30 13:28:34,2023-03-30 13:28:34
077150_1..N03R,20230330,1,113N,157 St,2023-03-30 13:21:26.436638,2023-03-30 13:30:34,2023-03-30 13:30:34
077150_1..N03R,20230330,1,112N,168 St-Washington Hts,2023-03-30 13:21:26.436638,2023-03-30 13:32:04,2023-03-30 13:32:04
077150_1..N03R,20230330,1,111N,181 St,2023-03-30 13:21:26.436638,2023-03-30 13:34:04,2023-03-30 13:34:04
077150_1..N03R,20230330,1,110N,191 St,2023-03-30 13:21:26.436638,2023-03-30 13:35:34,2023-03-30 13:35:34
077150_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 13:21:26.436638,2023-03-30 13:36:34,2023-03-30 13:36:34
077150_1..N03R,20230330,1,108N,207 St,2023-03-30 13:21:26.436638,2023-03-30 13:38:04,2023-03-30 13:38:04
077150_1..N03R,20230330,1,107N,215 St,2023-03-30 13:21:26.436638,2023-03-30 13:39:34,2023-03-30 13:39:34
077150_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:21:26.436638,2023-03-30 13:41:04,2023-03-30 13:41:04
077150_1..N03R,20230330,1,104N,231 St,2023-03-30 13:21:26.436638,2023-03-30 13:42:34,2023-03-30 13:42:34
077150_1..N03R,20230330,1,103N,238 St,2023-03-30 13:21:26.436638,2023-03-30 13:44:04,2023-03-30 13:46:34
077150_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:21:26.436638,2023-03-30 13:48:04,
077550_1..S03R,20230330,1,118S,Cathedral Pkwy (110 St),2023-03-30 13:21:26.436638,2023-03-30 13:21:20,2023-03-30 13:21:20
077550_1..S03R,20230330,1,119S,103 St,2023-03-30 13:21:26.436638,2023-03-30 13:22:20,2023-03-30 13:22:20
077550_1..S03R,20230330,1,120S,96 St,2023-03-30 13:21:26.436638,2023-03-30 13:24:20,2023-03-30 13:24:20
077550_1..S03R,20230330,1,121S,86 St,2023-03-30 13:21:26.436638,2023-03-30 13:26:20,2023-03-30 13:26:20
077550_1..S03R,20230330,1,122S,79 St,2023-03-30 13:21:26.436638,2023-03-30 13:27:20,2023-03-30 13:27:20
077550_1..S03R,20230330,1,123S,72 St,2023-03-30 13:21:26.436638,2023-03-30 13:28:50,2023-03-30 13:28:50
