trip_id,trip_date,line,stop_id,stop_name,update_time,arrival_time,departure_time
076350_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:39:31.543209,2023-03-30 13:39:41,2023-03-30 13:39:41
076350_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:39:31.543209,2023-03-30 13:41:11,
076550_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:39:31.543209,2023-03-30 13:39:11,
076950_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:39:31.543209,2023-03-30 13:40:26,2023-03-30 13:40:26
076950_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:39:31.543209,2023-03-30 13:41:26,2023-03-30 13:41:26
076950_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:39:31.543209,2023-03-30 13:42:56,2023-03-30 13:42:56
076950_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:39:31.543209,2023-03-30 13:43:56,2023-03-30 13:43:56
076950_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:39:31.543209,2023-03-30 13:45:26,2023-03-30 13:45:26
076950_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:39:31.543209,2023-03-30 13:46:56,
077150_1..N03R,20230330,1,107N,215 St,2023-03-30 13:39:31.543209,2023-03-30 13:40:38,2023-03-30 13:40:38
077150_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:39:31.543209,2023-03-30 13:42:08,2023-03-30 13:42:08
077150_1..N03R,20230330,1,104N,231 St,2023-03-30 13:39:31.543209,2023-03-30 13:43:38,2023-03-30 13:43:38
077150_1..N03R,20230330,1,103N,238 St,2023-03-30 13:39:31.543209,2023-03-30 13:45:08,2023-03-30 13:47:38
077150_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:39:31.543209,2023-03-30 13:49:08,
077550_1..S03R,20230330,1,130S,23 St,2023-03-30 13:39:31.543209,2023-03-30 13:40:05,2023-03-30 13:40:05
077550_1..S03R,20230330,1,131S,18 St,2023-03-30 13:39:31.543209,2023-03-30 13:41:05,2023-03-30 13:41:05
077550_1..S03R,20230330,1,132S,14 St,2023-03-30 13:39:31.543209,2023-03-30 13:42:05,2023-03-30 13:42:05
077550_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 13:39:31.543209,2023-03-30 13:43:35,2023-03-30 13:43:35
077550_1..S03R,20230330,1,134S,Houston St,2023-03-30 13:39:31.543209,2023-03-30 13:45:05,2023-03-30 13:45:05
077550_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:39:31.543209,2023-03-30 13:46:35,2023-03-30 13:46:35
077550_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:39:31.543209,2023-03-30 13:47:35,2023-03-30 13:47:35
077550_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:39:31.543209,2023-03-30 13:49:05,2023-03-30 13:49:05
077550_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:39:31.543209,2023-03-30 13:50:05,2023-03-30 13:50:05
077550_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:39:31.543209,2023-03-30 13:51:35,2023-03-30 13:51:35
077550_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:39:31.543209,2023-03-30 13:53:05,
077750_1..N03R,20230330,1,110N,191 St,2023-03-30 13:39:31.543209,2023-03-30 13:40:43,2023-03-30 13:40:43
077750_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 13:39:31.543209,2023-03-30 13:41:43,2023-03-30 13:41:43
077750_1..N03R,20230330,1,108N,207 St,2023-03-30 13:39:31.543209,2023-03-30 13:43:13,2023-03-30 13:43:13
077750_1..N03R,20230330,1,107N,215 St,2023-03-30 13:39:31.543209,2023-03-30 13:44:43,2023-03-30 13:44:43
077750_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:39:31.543209,2023-03-30 13:46:13,2023-03-30 13:46:13
077750_1..N03R,20230330,1,104N,231 St,2023-03-30 13:39:31.543209,2023-03-30 13:47:43,2023-03-30 13:47:43
077750_1..N03R,20230330,1,103N,238 St,2023-03-30 13:39:31.543209,2023-03-30 13:49:13,2023-03-30 13:51:43
077750_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:39:31.543209,2023-03-30 13:53:13,
078150_1..S03R,20230330,1,126S,50 St,2023-03-30 13:39:31.543209,2023-03-30 13:39:17,2023-03-30 13:39:17
078150_1..S03R,20230330,1,127S,Times Sq-42 St,2023-03-30 13:39:31.543209,2023-03-30 13:40:47,2023-03-30 13:40:47
078150_1..S03R,20230330,1,128S,34 St-Penn Station,2023-03-30 13:39:31.543209,2023-03-30 13:42:17,2023-03-30 13:42:17
078150_1..S03R,20230330,1,129S,28 St,2023-03-30 13:39:31.543209,2023-03-30 13:43:47,2023-03-30 13:43:47
078150_1..S03R,20230330,1,130S,23 St,2023-03-30 13:39:31.543209,2023-03-30 13:44:47,2023-03-30 13:44:47
078150_1..S03R,20230330,1,131S,18 St,2023-03-30 13:39:31.543209,2023-03-30 13:45:47,2023-03-30 13:45:47
078150_1..S03R,20230330,1,132S,14 St,2023-03-30 13:39:31.543209,2023-03-30 13:46:47,2023-03-30 13:46:47
078150_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 13:39:31.543209,2023-03-30 13:48:17,2023-03-30 13:48:17
078150_1..S03R,20230330,1,134S,Houston St,2023-03-30 13:39:31.543209,2023-03-30 13:49:47,2023-03-30 13:49:47
078150_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:39:31.543209,2023-03-30 13:51:17,2023-03-30 13:51:17
078150_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:39:31.543209,2023-03-30 13:52:17,2023-03-30 13:52:17
078150_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:39:31.543209,2023-03-30 13:53:47,2023-03-30 13:53:47
078150_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:39:31.543209,2023-03-30 13:54:47,2023-03-30 13:54:47
078150_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:39:31.543209,2023-03-30 13:56:17,2023-03-30 13:56:17
078150_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:39:31.543209,2023-03-30 13:57:47,
078350_1..N03R,20230330,1,114N,145 St,2023-03-30 13:39:31.543209,2023-03-30 13:40:50,2023-03-30 13:40:50
078350_1..N03R,20230330,1,113N,157 St,2023-03-30 13:39:31.543209,2023-03-30 13:42:50,2023-03-30 13:42:50
078350_1..N03R,20230330,1,112N,168 St-Washington Hts,2023-03-30 13:39:31.543209,2023-03-30 13:44:20,2023-03-30 13:44:20
078350_1..N03R,20230330,1,111N,181 St,2023-03-30 13:39:31.543209,2023-03-30 13:46:20,2023-03-30 13:46:20
078350_1..N03R,20230330,1,110N,191 St,2023-03-30 13:39:31.543209,2023-03-30 13:47:50,2023-03-30 13:47:50
078350_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 13:39:31.543209,2023-03-30 13:48:50,2023-03-30 13:48:50
078350_1..N03R,20230330,1,108N,207 St,2023-03-30 13:39:31.543209,2023-03-30 13:50:20,2023-03-30 13:50:20
078350_1..N03R,20230330,1,107N,215 St,2023-03-30 13:39:31.543209,2023-03-30 13:51:50,2023-03-30 13:51:50
078350_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:39:31.543209,2023-03-30 13:53:20,2023-03-30 13:53:20
078350_1..N03R,20230330,1,104N,231 St,2023-03-30 13:39:31.543209,2023-03-30 13:54:50,2023-03-30 13:54:50
078350_1..N03R,20230330,1,103N,238 St,2023-03-30 13:39:31.543209,2023-03-30 13:56:20,2023-03-30 13:58:50
078350_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:39:31.543209,2023-03-30 14:00:20,
078750_1..S03R,20230330,1,122S,79 St,2023-03-30 13:39:31.543209,2023-03-30 13:39:34,2023-03-30 13:39:34
078750_1..S03R,20230330,1,123S,72 St,2023-03-30 13:39:31.543209,2023-03-30 13:41:04,2023-03-30 13:41:04
078750_1..S03R,20230330,1,124S,66 St-Lincoln Center,2023-03-30 13:39:31.543209,2023-03-30 13:42:34,2023-03-30 13:42:34
