trip_id,trip_date,line,stop_id,stop_name,update_time,arrival_time,departure_time
069750_1..S03R,20230330,1,142S,South Ferry,2023-03-30 12:36:13.726822,2023-03-30 12:35:24,
069950_1..N03R,20230330,1,103N,238 St,2023-03-30 12:36:13.726822,2023-03-30 12:32:49,2023-03-30 12:35:19
069950_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 12:36:13.726822,2023-03-30 12:36:49,
070350_1..S03R,20230330,1,137S,Chambers St,2023-03-30 12:36:13.726822,2023-03-30 12:35:44,2023-03-30 12:35:44
070350_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 12:36:13.726822,2023-03-30 12:36:44,2023-03-30 12:36:44
070350_1..S03R,20230330,1,139S,Rector St,2023-03-30 12:36:13.726822,2023-03-30 12:38:14,2023-03-30 12:38:14
070350_1..S03R,20230330,1,142S,South Ferry,2023-03-30 12:36:13.726822,2023-03-30 12:39:44,
070550_1..N03R,20230330,1,104N,231 St,2023-03-30 12:36:13.726822,2023-03-30 12:37:08,2023-03-30 12:37:08
070550_1..N03R,20230330,1,103N,238 St,2023-03-30 12:36:13.726822,2023-03-30 12:38:38,2023-03-30 12:41:08
070550_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 12:36:13.726822,2023-03-30 12:42:38,
070950_1..S03R,20230330,1,132S,14 St,2023-03-30 12:36:13.726822,2023-03-30 12:35:52,2023-03-30 12:35:52
070950_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 12:36:13.726822,2023-03-30 12:37:22,2023-03-30 12:37:22
070950_1..S03R,20230330,1,134S,Houston St,2023-03-30 12:36:13.726822,2023-03-30 12:38:52,2023-03-30 12:38:52
070950_1..S03R,20230330,1,135S,Canal St,2023-03-30 12:36:13.726822,2023-03-30 12:40:22,2023-03-30 12:40:22
070950_1..S03R,20230330,1,136S,Franklin St,2023-03-30 12:36:13.726822,2023-03-30 12:41:22,2023-03-30 12:41:22
070950_1..S03R,20230330,1,137S,Chambers St,2023-03-30 12:36:13.726822,2023-03-30 12:42:52,2023-03-30 12:42:52
070950_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 12:36:13.726822,2023-03-30 12:43:52,2023-03-30 12:43:52
070950_1..S03R,20230330,1,139S,Rector St,2023-03-30 12:36:13.726822,2023-03-30 12:45:22,2023-03-30 12:45:22
070950_1..S03R,20230330,1,142S,South Ferry,2023-03-30 12:36:13.726822,2023-03-30 12:46:52,
071150_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 12:36:13.726822,2023-03-30 12:36:11,2023-03-30 12:36:11
071150_1..N03R,20230330,1,108N,207 St,2023-03-30 12:36:13.726822,2023-03-30 12:37:41,2023-03-30 12:37:41
071150_1..N03R,20230330,1,107N,215 St,2023-03-30 12:36:13.726822,2023-03-30 12:39:11,2023-03-30 12:39:11
071150_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 12:36:13.726822,2023-03-30 12:40:41,2023-03-30 12:40:41
071150_1..N03R,20230330,1,104N,231 St,2023-03-30 12:36:13.726822,2023-03-30 12:42:11,2023-03-30 12:42:11
071150_1..N03R,20230330,1,103N,238 St,2023-03-30 12:36:13.726822,2023-03-30 12:43:41,2023-03-30 12:46:11
071150_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 12:36:13.726822,2023-03-30 12:47:41,
071550_1..S03R,20230330,1,127S,Times Sq-42 St,2023-03-30 12:36:13.726822,2023-03-30 12:36:30,2023-03-30 12:36:30
071550_1..S03R,20230330,1,128S,34 St-Penn Station,2023-03-30 12:36:13.726822,2023-03-30 12:38:00,2023-03-30 12:38:00
071550_1..S03R,20230330,1,129S,28 St,2023-03-30 12:36:13.726822,2023-03-30 12:39:30,2023-03-30 12:39:30
071550_1..S03R,20230330,1,130S,23 St,2023-03-30 12:36:13.726822,2023-03-30 12:40:30,2023-03-30 12:40:30
071550_1..S03R,20230330,1,131S,18 St,2023-03-30 12:36:13.726822,2023-03-30 12:41:30,2023-03-30 12:41:30
071550_1..S03R,20230330,1,132S,14 St,2023-03-30 12:36:13.726822,2023-03-30 12:42:30,2023-03-30 12:42:30
071550_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 12:36:13.726822,2023-03-30 12:44:00,2023-03-30 12:44:00
071550_1..S03R,20230330,1,134S,Houston St,2023-03-30 12:36:13.726822,2023-03-30 12:45:30,2023-03-30 12:45:30
071550_1..S03R,20230330,1,135S,Canal St,2023-03-30 12:36:13.726822,2023-03-30 12:47:00,2023-03-30 12:47:00
071550_1..S03R,20230330,1,136S,Franklin St,2023-03-30 12:36:13.726822,2023-03-30 12:48:00,2023-03-30 12:48:00
071550_1..S03R,20230330,1,137S,Chambers St,2023-03-30 12:36:13.726822,2023-03-30 12:49:30,2023-03-30 12:49:30
071550_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 12:36:13.726822,2023-03-30 12:50:30,2023-03-30 12:50:30
071550_1..S03R,20230330,1,139S,Rector St,2023-03-30 12:36:13.726822,2023-03-30 12:52:00,2023-03-30 12:52:00
071550_1..S03R,20230330,1,142S,South Ferry,2023-03-30 12:36:13.726822,2023-03-30 12:53:30,
071750_1..N03R,20230330,1,112N,168 St-Washington Hts,2023-03-30 12:36:13.726822,2023-03-30 12:37:22,2023-03-30 12:37:22
071750_1..N03R,20230330,1,111N,181 St,2023-03-30 12:36:13.726822,2023-03-30 12:39:22,2023-03-30 12:39:22
071750_1..N03R,20230330,1,110N,191 St,2023-03-30 12:36:13.726822,2023-03-30 12:40:52,2023-03-30 12:40:52
071750_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 12:36:13.726822,2023-03-30 12:41:52,2023-03-30 12:41:52
071750_1..N03R,20230330,1,108N,207 St,2023-03-30 12:36:13.726822,2023-03-30 12:43:22,2023-03-30 12:43:22
071750_1..N03R,20230330,1,107N,215 St,2023-03-30 12:36:13.726822,2023-03-30 12:44:52,2023-03-30 12:44:52
071750_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 12:36:13.726822,2023-03-30 12:46:22,2023-03-30 12:46:22
071750_1..N03R,20230330,1,104N,231 St,2023-03-30 12:36:13.726822,2023-03-30 12:47:52,2023-03-30 12:47:52
071750_1..N03R,20230330,1,103N,238 St,2023-03-30 12:36:13.726822,2023-03-30 12:49:22,2023-03-30 12:51:52
071750_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 12:36:13.726822,2023-03-30 12:53:22,
072150_1..S03R,20230330,1,123S,72 St,2023-03-30 12:36:13.726822,2023-03-30 12:36:58,2023-03-30 12:36:58
072150_1..S03R,20230330,1,124S,66 St-Lincoln Center,2023-03-30 12:36:13.726822,2023-03-30 12:38:28,2023-03-30 12:38:28
072150_1..S03R,20230330,1,125S,59 St-Columbus Circle,2023-03-30 12:36:13.726822,2023-03-30 12:39:58,2023-03-30 12:39:58
072150_1..S03R,20230330,1,126S,50 St,2023-03-30 12:36:13.726822,2023-03-30 12:41:58,2023-03-30 12:41:58
072150_1..S03R,20230330,1,127S,Times Sq-42 St,2023-03-30 12:36:13.726822,2023-03-30 12:43:28,2023-03-30 12:43:28
072150_1..S03R,20230330,1,128S,34 St-Penn Station,2023-03-30 12:36:13.726822,2023-03-30 12:44:58,2023-03-30 12:44:58
072150_1..S03R,20230330,1,129S,28 St,2023-03-30 12:36:13.726822,2023-03-30 12:46:28,2023-03-30 12:46:28
072150_1..S03R,20230330,1,130S,23 St,2023-03-30 12:36:13.726822,2023-03-30 12:47:28,2023-03-30 12:47:28
072150_1..S03R,20230330,1,131S,18 St,2023-03-30 12:36:13.726822,2023-03-30 12:48:28,2023-03-30 12:48:28
072150_1..S03R,20230330,1,132S,14 St,2023-03-30 12:36:13.726822,2023-03-30 12:49:28,2023-03-30 12:49:28
072150_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 12:36:13.726822,2023-03-30 12:50:58,2023-03-30 12:50:58
072150_1..S03R,20230330,1,134S,Houston St,2023-03-30 12:36:13.726822,2023-03-30 12:52:28,2023-03-30 12:52:28
072150_1..S03R,20230330,1,135S,Canal St,2023-03-30 12:36:13.726822,2023-03-30 12:53:58,2023-03-30 12:53:58
072150_1..S03R,20230330,1,136S,Franklin St,2023-03-30 12:36:13.726822,2023-03-30 12:54:58,2023-03-30 12:54:58
072150_1..S03R,20230330,1,137S,Chambers St,2023-03-30 12:36:13.726822,2023-03-30 12:56:28,2023-03-30 12:56:28
072150_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 12:36:13.726822,2023-03-30 12:57:28,2023-03-30 12:57:28
072150_1..S03R,20230330,1,139S,Rector St,2023-03-30 12:36:13.726822,2023-03-30 12:58:58,2023-03-30 12:58:58
072150_1..S03R,20230330,1,142S,South Ferry,2023-03-30 12:36:13.726822,2023-03-30 13:00:28,
072350_1..N03R,20230330,1,116N,125 St,2023-03-30 12:36:13.726822,2023-03-30 12:36:35,2023-03-30 12:36:35
072350_1..N03R,20230330,1,115N,137 St-City College,2023-03-30 12:36:13.726822,2023-03-30 12:38:05,2023-03-30 12:38:05
072350_1..N03R,20230330,1,114N,145 St,2023-03-30 12:36:13.726822,2023-03-30 12:39:35,2023-03-30 12:39:35
072350_1..N03R,20230330,1,113N,157 St,2023-03-30 12:36:13.726822,2023-03-30 12:41:35,2023-03-30 12:41:35
072350_1..N03R,20230330,1,112N,168 St-Washington Hts,2023-03-30 12:36:13.726822,2023-03-30 12:43:05,2023-03-30 12:43:05
072350_1..N03R,20230330,1,111N,181 St,2023-03-30 12:36:13.726822,2023-03-30 12:45:05,2023-03-30 12:45:05
072350_1..N03R,20230330,1,110N,191 St,2023-03-30 12:36:13.726822,2023-03-30 12:46:35,2023-03-30 12:46:35
072350_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 12:36:13.726822,2023-03-30 12:47:35,2023-03-30 12:47:35
072350_1..N03R,20230330,1,108N,207 St,2023-03-30 12:36:13.726822,2023-03-30 12:49:05,2023-03-30 12:49:05
072350_1..N03R,20230330,1,107N,215 St,2023-03-30 12:36:13.726822,2023-03-30 12:50:35,2023-03-30 12:50:35
072350_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 12:36:13.726822,2023-03-30 12:52:05,2023-03-30 12:52:05
072350_1..N03R,20230330,1,104N,231 St,2023-03-30 12:36:13.726822,2023-03-30 12:53:35,2023-03-30 12:53:35
072350_1..N03R,20230330,1,103N,238 St,2023-03-30 12:36:13.726822,2023-03-30 12:55:05,2023-03-30 12:57:35
072350_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 12:36:13.726822,2023-03-30 12:59:05,
072750_1..S03R,20230330,1,120S,96 St,2023-03-30 12:36:13.726822,2023-03-30 12:36:28,2023-03-30 12:36:28
072750_1..S03R,20230330,1,121S,86 St,2023-03-30 12:36:13.726822,2023-03-30 12:38:28,2023-03-30 12:38:28
072750_1..S03R,20230330,1,122S,79 St,2023-03-30 12:36:13.726822,2023-03-30 12:39:28,2023-03-30 12:39:28
072750_1..S03R,20230330,1,123S,72 St,2023-03-30 12:36:13.726822,2023-03-30 12:40:58,2023-03-30 12:40:58
072750_1..S03R,20230330,1,124S,66 St-Lincoln Center,2023-03-30 12:36:13.726822,2023-03-30 12:42:28,2023-03-30 12:42:28
072750_1..S03R,20230330,1,125S,59 St-Columbus Circle,2023-03-30 12:36:13.726822,2023-03-30 12:43:58,2023-03-30 12:43:58
072750_1..S03R,20230330,1,126S,50 St,2023-03-30 12:36:13.726822,2023-03-30 12:45:58,2023-03-30 12:45:58
