trip_id,trip_date,line,stop_id,stop_name,update_time,arrival_time,departure_time
072750_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:05:21.926708,2023-03-30 13:05:09,
073350_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:05:21.926708,2023-03-30 13:05:13,2023-03-30 13:05:13
073350_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:05:21.926708,2023-03-30 13:06:43,2023-03-30 13:06:43
073350_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:05:21.926708,2023-03-30 13:07:43,2023-03-30 13:07:43
073350_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:05:21.926708,2023-03-30 13:09:13,2023-03-30 13:09:13
073350_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:05:21.926708,2023-03-30 13:10:43,
073550_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:05:21.926708,2023-03-30 13:05:18,2023-03-30 13:05:18
073550_1..N03R,20230330,1,104N,231 St,2023-03-30 13:05:21.926708,2023-03-30 13:06:48,2023-03-30 13:06:48
073550_1..N03R,20230330,1,103N,238 St,2023-03-30 13:05:21.926708,2023-03-30 13:08:18,2023-03-30 13:10:48
073550_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 13:05:21.926708,2023-03-30 13:12:18,
073950_1..S03R,20230330,1,132S,14 St,2023-03-30 13:05:21.926708,2023-03-30 13:05:45,2023-03-30 13:05:45
073950_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 13:05:21.926708,2023-03-30 13:07:15,2023-03-30 13:07:15
073950_1..S03R,20230330,1,134S,Houston St,2023-03-30 13:05:21.926708,2023-03-30 13:08:45,2023-03-30 13:08:45
073950_1..S03R,20230330,1,135S,Canal St,2023-03-30 13:05:21.926708,2023-03-30 13:10:15,2023-03-30 13:10:15
073950_1..S03R,20230330,1,136S,Franklin St,2023-03-30 13:05:21.926708,2023-03-30 13:11:15,2023-03-30 13:11:15
073950_1..S03R,20230330,1,137S,Chambers St,2023-03-30 13:05:21.926708,2023-03-30 13:12:45,2023-03-30 13:12:45
073950_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 13:05:21.926708,2023-03-30 13:13:45,2023-03-30 13:13:45
073950_1..S03R,20230330,1,139S,Rector St,2023-03-30 13:05:21.926708,2023-03-30 13:15:15,2023-03-30 13:15:15
073950_1..S03R,20230330,1,142S,South Ferry,2023-03-30 13:05:21.926708,2023-03-30 13:16:45,
074150_1..N03R,20230330,1,113N,157 St,2023-03-30 13:05:21.926708,2023-03-30 13:04:49,2023-03-30 13:04:49
074150_1..N03R,20230330,1,112N,168 St-Washington Hts,2023-03-30 13:05:21.926708,2023-03-30 13:06:19,2023-03-30 13:06:19
074150_1..N03R,20230330,1,111N,181 St,2023-03-30 13:05:21.926708,2023-03-30 13:08:19,2023-03-30 13:08:19
074150_1..N03R,20230330,1,110N,191 St,2023-03-30 13:05:21.926708,2023-03-30 13:09:49,2023-03-30 13:09:49
074150_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 13:05:21.926708,2023-03-30 13:10:49,2023-03-30 13:10:49
074150_1..N03R,20230330,1,108N,207 St,2023-03-30 13:05:21.926708,2023-03-30 13:12:19,2023-03-30 13:12:19
074150_1..N03R,20230330,1,107N,215 St,2023-03-30 13:05:21.926708,2023-03-30 13:13:49,2023-03-30 13:13:49
074150_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 13:05:21.926708,2023-03-30 13:15:19,2023-03-30 13:15:19
074150_1..N03R,20230330,1,104N,231 St,2023-03-30 13:05:21.926708,2023-03-30 13:16:49,2023-03-30 13:16:49
