,trip_id,trip_date,line,stop_id,stop_name,update_time,arrival_time,departure_time
0,064850_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 11:48:18.054637,2023-03-30 11:47:19,
1,065050_1..S03R,20230330,1,139S,Rector St,2023-03-30 11:48:18.054637,2023-03-30 11:48:08,2023-03-30 11:48:08
2,065050_1..S03R,20230330,1,142S,South Ferry,2023-03-30 11:48:18.054637,2023-03-30 11:49:38,
3,065350_1..N03R,20230330,1,103N,238 St,2023-03-30 11:48:18.054637,2023-03-30 11:49:14,2023-03-30 11:53:44
4,065350_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 11:48:18.054637,2023-03-30 11:55:14,
5,065550_1..S03R,20230330,1,137S,Chambers St,2023-03-30 11:48:18.054637,2023-03-30 11:47:11,2023-03-30 11:47:11
6,065550_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 11:48:18.054637,2023-03-30 11:48:11,2023-03-30 11:48:11
7,065550_1..S03R,20230330,1,139S,Rector St,2023-03-30 11:48:18.054637,2023-03-30 11:49:41,2023-03-30 11:49:41
8,065550_1..S03R,20230330,1,142S,South Ferry,2023-03-30 11:48:18.054637,2023-03-30 11:51:11,
9,065850_1..N03R,20230330,1,108N,207 St,2023-03-30 11:48:18.054637,2023-03-30 11:48:02,2023-03-30 11:48:02
10,065850_1..N03R,20230330,1,107N,215 St,2023-03-30 11:48:18.054637,2023-03-30 11:49:32,2023-03-30 11:49:32
11,065850_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 11:48:18.054637,2023-03-30 11:51:02,2023-03-30 11:51:02
12,065850_1..N03R,20230330,1,104N,231 St,2023-03-30 11:48:18.054637,2023-03-30 11:52:32,2023-03-30 11:52:32
13,065850_1..N03R,20230330,1,103N,238 St,2023-03-30 11:48:18.054637,2023-03-30 11:54:02,2023-03-30 11:57:32
14,065850_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 11:48:18.054637,2023-03-30 11:59:02,
15,066150_1..S03R,20230330,1,132S,14 St,2023-03-30 11:48:18.054637,2023-03-30 11:47:34,2023-03-30 11:47:34
16,066150_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 11:48:18.054637,2023-03-30 11:49:04,2023-03-30 11:49:04
17,066150_1..S03R,20230330,1,134S,Houston St,2023-03-30 11:48:18.054637,2023-03-30 11:50:34,2023-03-30 11:50:34
18,066150_1..S03R,20230330,1,135S,Canal St,2023-03-30 11:48:18.054637,2023-03-30 11:52:04,2023-03-30 11:52:04
19,066150_1..S03R,20230330,1,136S,Franklin St,2023-03-30 11:48:18.054637,2023-03-30 11:53:04,2023-03-30 11:53:04
20,066150_1..S03R,20230330,1,137S,Chambers St,2023-03-30 11:48:18.054637,2023-03-30 11:54:34,2023-03-30 11:54:34
21,066150_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 11:48:18.054637,2023-03-30 11:55:34,2023-03-30 11:55:34
22,066150_1..S03R,20230330,1,139S,Rector St,2023-03-30 11:48:18.054637,2023-03-30 11:57:04,2023-03-30 11:57:04
23,066150_1..S03R,20230330,1,142S,South Ferry,2023-03-30 11:48:18.054637,2023-03-30 11:58:34,
24,066350_1..N03R,20230330,1,109N,Dyckman St,2023-03-30 11:48:18.054637,2023-03-30 11:48:32,2023-03-30 11:48:32
25,066350_1..N03R,20230330,1,108N,207 St,2023-03-30 11:48:18.054637,2023-03-30 11:50:02,2023-03-30 11:50:02
26,066350_1..N03R,20230330,1,107N,215 St,2023-03-30 11:48:18.054637,2023-03-30 11:51:32,2023-03-30 11:51:32
27,066350_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 11:48:18.054637,2023-03-30 11:53:02,2023-03-30 11:53:02
28,066350_1..N03R,20230330,1,104N,231 St,2023-03-30 11:48:18.054637,2023-03-30 11:54:32,2023-03-30 11:54:32
