,trip_id,trip_date,line,stop_id,stop_name,update_time,arrival_time,departure_time
0,064850_1..N03R,20230330,1,103N,238 St,2023-03-30 11:46:17.726928,2023-03-30 11:45:44,2023-03-30 11:48:14
1,064850_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 11:46:17.726928,2023-03-30 11:49:44,
2,065050_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 11:46:17.726928,2023-03-30 11:46:45,2023-03-30 11:46:45
3,065050_1..S03R,20230330,1,139S,Rector St,2023-03-30 11:46:17.726928,2023-03-30 11:48:15,2023-03-30 11:48:15
4,065050_1..S03R,20230330,1,142S,South Ferry,2023-03-30 11:46:17.726928,2023-03-30 11:49:45,
5,065350_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 11:46:17.726928,2023-03-30 11:46:05,2023-03-30 11:46:05
6,065350_1..N03R,20230330,1,104N,231 St,2023-03-30 11:46:17.726928,2023-03-30 11:47:35,2023-03-30 11:47:35
7,065350_1..N03R,20230330,1,103N,238 St,2023-03-30 11:46:17.726928,2023-03-30 11:49:05,2023-03-30 11:53:35
8,065350_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 11:46:17.726928,2023-03-30 11:55:05,
9,065550_1..S03R,20230330,1,136S,Franklin St,2023-03-30 11:46:17.726928,2023-03-30 11:46:02,2023-03-30 11:46:02
10,065550_1..S03R,20230330,1,137S,Chambers St,2023-03-30 11:46:17.726928,2023-03-30 11:47:32,2023-03-30 11:47:32
11,065550_1..S03R,20230330,1,138S,WTC Cortlandt,2023-03-30 11:46:17.726928,2023-03-30 11:48:32,2023-03-30 11:48:32
12,065550_1..S03R,20230330,1,139S,Rector St,2023-03-30 11:46:17.726928,2023-03-30 11:50:02,2023-03-30 11:50:02
13,065550_1..S03R,20230330,1,142S,South Ferry,2023-03-30 11:46:17.726928,2023-03-30 11:51:32,
14,065850_1..N03R,20230330,1,108N,207 St,2023-03-30 11:46:17.726928,2023-03-30 11:47:28,2023-03-30 11:47:28
15,065850_1..N03R,20230330,1,107N,215 St,2023-03-30 11:46:17.726928,2023-03-30 11:48:58,2023-03-30 11:48:58
16,065850_1..N03R,20230330,1,106N,Marble Hill-225 St,2023-03-30 11:46:17.726928,2023-03-30 11:50:28,2023-03-30 11:50:28
17,065850_1..N03R,20230330,1,104N,231 St,2023-03-30 11:46:17.726928,2023-03-30 11:51:58,2023-03-30 11:51:58
18,065850_1..N03R,20230330,1,103N,238 St,2023-03-30 11:46:17.726928,2023-03-30 11:53:28,2023-03-30 11:56:58
19,065850_1..N03R,20230330,1,101N,Van Cortlandt Park-242 St,2023-03-30 11:46:17.726928,2023-03-30 11:58:28,
20,066150_1..S03R,20230330,1,131S,18 St,2023-03-30 11:46:17.726928,2023-03-30 11:46:25,2023-03-30 11:46:25
21,066150_1..S03R,20230330,1,132S,14 St,2023-03-30 11:46:17.726928,2023-03-30 11:47:25,2023-03-30 11:47:25
22,066150_1..S03R,20230330,1,133S,Christopher St-Sheridan Sq,2023-03-30 11:46:17.726928,2023-03-30 11:48:55,2023-03-30 11:48:55
23,066150_1..S03R,20230330,1,134S,Houston St,2023-03-30 11:46:17.726928,2023-03-30 11:50:25,2023-03-30 11:50:25
24,066150_1..S03R,20230330,1,135S,Canal St,2023-03-30 11:46:17.726928,2023-03-30 11:51:55,2023-03-30 11:51:55
25,066150_1..S03R,20230330,1,136S,Franklin St,2023-03-30 11:46:17.726928,2023-03-30 11:52:55,2023-03-30 11:52:55
26,066150_1..S03R,20230330,1,137S,Chambers St,2023-03-30 11:46:17.726928,2023-03-30 11:54:25,2023-03-30 11:54:25
